nEvt,trueE,nPi0,nPiCh,nShowers,maxShowerLength,maxOpenAngle,nTracks,maxTrackLength,nStubs
46,1.31854,2,1,5,40.606,0.525782,2,44.854,6
47,0.702296,0,1,1,8.97273,0.113354,1,31.6114,0
48,3.94194,1,1,5,144.252,0.353936,4,315.654,2
49,3.69282,0,2,5,43.711,0.591958,5,92.5645,5
50,3.39311,1,2,2,151.658,0.176065,3,433.074,3
51,2.8337,3,0,5,45.2514,0.67376,6,63.4749,12
52,3.67619,3,2,5,159.103,0.338777,5,282.413,4
53,1.70612,1,1,1,9.26036,0.383137,4,24.6152,4
54,1.93845,1,1,3,133.195,0.391736,0,0,2
55,2.77057,1,1,1,89.1339,0.31431,4,63.2163,3
56,1.98754,0,2,1,2.27963,0.538116,5,279.306,4
57,1.80157,0,2,1,27.2724,0.236326,3,331.345,5
58,4.34352,2,0,4,92.1591,0.418924,3,73.0708,4
59,0.666206,0,1,0,0,0,2,72.179,2
60,1.30115,0,1,2,10.1944,0.137133,4,58.8571,3
61,0.609428,0,1,2,26.0117,0.222745,2,9.21395,1
62,1.33568,0,1,0,0,0,2,277.762,1
63,0.967363,0,1,0,0,0,2,210.25,1
64,1.50492,0,0,1,14.6804,0.0534546,4,181.46,9
65,3.74473,0,0,3,162.526,0.142729,4,57.8995,8
66,1.34282,0,2,1,1.99046,0.305069,4,32.1796,4
67,1.60244,0,1,2,18.0027,0.241955,3,156.287,6
68,1.50766,1,0,3,69.6124,0.216064,1,4.64944,3
69,5.00651,1,1,1,24.5256,0.327961,2,39.8174,1
70,2.71983,1,2,1,17.7959,0.36301,5,95.3775,3
71,5.25141,1,2,1,0.714183,0.627392,3,72.6921,0
72,2.08375,1,1,4,89.7395,0.241748,1,9.14118,3
73,1.10811,2,0,1,27.7478,0.0950387,2,55.1971,3
74,2.36652,0,1,2,6.70972,0.435181,2,79.6961,4
75,2.09826,0,0,1,17.9977,0.016097,1,323.23,3
76,1.7851,0,1,1,5.87545,0.142567,2,161.716,0
77,1.24616,0,1,0,0,0,3,145.827,1
78,0.5634,0,1,1,61.826,0.11959,0,0,2
79,4.13969,1,3,2,65.9759,0.611144,5,71.8231,4
80,3.87005,0,2,2,11.5163,0.345186,5,182.892,4
81,1.46069,1,0,3,77.77,0.45937,2,77.3517,1
82,2.46389,0,1,2,41.8838,0.419214,1,480.763,2
83,0.74577,0,0,1,6.74773,0.319369,1,99.7357,0
84,1.66261,0,0,0,0,0,2,217.709,1
85,1.3776,1,1,2,15.0305,0.278351,6,59.491,7
86,4.01645,0,3,2,8.39749,0.226673,1,20.8384,3
87,1.56492,0,2,3,5.63963,0.294151,3,143.866,5
88,4.41733,0,2,1,111.621,0.17354,4,590.7,4
89,4.18939,0,1,1,1.3311,0.435246,4,284.201,8
90,1.46971,0,1,1,3.6618,0.176229,2,290.844,2
91,1.0106,1,1,1,69.3631,0.141894,4,45.7151,2
92,3.09997,2,1,0,0,0,1,49.9312,0
93,1.77619,1,1,2,33.7743,0.153956,5,168.474,6
94,0.921201,1,0,2,66.5453,0.0982128,2,109.583,1
95,3.81315,1,0,2,107.197,0.327683,2,474.113,3
96,3.06118,0,0,1,44.5818,0.153611,4,209.311,1
97,2.52692,1,1,2,94.8617,0.346527,3,139.185,1
98,1.97186,1,2,4,68.7397,0.417605,4,197.687,5
99,2.56994,0,1,0,0,0,5,132.698,5
100,5.48947,2,3,6,93.8225,0.470858,3,13.1793,7
1,1.74558,0,1,2,42.2533,0.0692554,2,138.512,2
2,1.17959,0,2,1,6.2513,0.1006,5,87.3737,4
3,3.11146,0,2,2,32.8792,0.226877,5,432.681,5
4,3.55563,0,2,0,0,0,2,188,0
5,4.1511,1,1,6,97.9817,0.578069,2,435.353,0
6,1.18325,0,0,0,0,0,1,120.487,1
7,0.699854,1,0,2,88.98,0.128588,2,28.0913,2
8,1.52395,0,2,0,0,0,5,218.786,2
9,0.646638,0,1,0,0,0,3,41.2086,4
10,3.9156,1,1,1,112.56,0.182127,2,372.125,2
11,3.53609,1,2,3,92.8001,0.137038,6,120.342,8
12,0.838816,0,1,2,18.6145,0.25821,2,92.8441,1
13,2.62653,0,2,1,83.365,0.289019,6,76.2474,3
14,2.77586,1,2,2,49.6908,0.253428,1,405.434,3
15,0.962483,0,0,0,0,0,1,41.0666,0
16,3.65809,1,1,2,25.4245,0.195211,2,60.8364,1
17,2.04621,0,4,2,8.14291,0.75098,2,48.7183,2
18,1.11723,1,1,1,25.2952,0.431205,0,0,6
19,1.15337,1,0,2,66.6011,0.164926,2,147.584,3
20,4.07282,0,2,0,0,0,5,246.266,2
21,1.94615,1,1,1,13.8177,0.833663,2,17.8847,2
22,1.26963,2,2,2,54.8025,0.251692,1,39.7097,2
23,1.79338,0,4,0,0,0,5,61.4831,7
24,0.973312,0,1,2,5.22304,0.722484,2,238.281,2
25,4.06988,0,2,2,95.8016,0.395201,7,192.182,10
26,0.710975,0,0,1,12.5545,0.0797807,3,65.8934,4
27,1.66494,2,0,1,1.22357,0.4475,2,49.03,4
28,3.62879,1,0,1,108.174,0.145966,2,256.57,2
29,4.86425,0,2,1,12.6754,0.338837,4,402.795,3
30,3.25487,2,4,3,35.383,0.619088,3,312.13,7
31,2.09353,0,0,0,0,0,1,17.9943,1
32,2.01582,0,0,0,0,0,3,163.488,4
33,1.52622,1,1,1,63.5547,0.223371,3,111.038,3
34,1.32168,1,0,2,135.981,0.167847,2,80.7518,1
35,2.95601,0,6,4,15.6144,0.237078,5,114.17,4
36,1.26798,1,1,3,54.01,0.46991,2,133.958,3
37,1.92181,0,1,1,12.935,0.147496,1,465.298,1
38,5.42137,1,1,2,6.57963,0.266339,4,70.5918,3
39,0.813057,1,0,2,29.6858,0.379801,2,3.03224,6
40,2.1109,0,2,3,9.22406,0.196458,4,89.6233,7
41,0.985568,1,0,1,15.5528,0.253425,2,33.9378,0
42,1.99195,1,1,1,20.4306,0.161642,1,198.985,3
43,2.27564,0,2,1,17.7838,0.0969632,2,22.1909,4
44,3.77683,2,0,3,74.4081,0.437994,3,210.985,3
45,4.64816,0,0,5,73.8511,0.481681,6,327.893,9
46,2.03498,2,1,4,40.2842,0.951503,2,68.7231,3
47,1.93781,0,0,1,8.31417,0.0497876,2,106.753,6
48,1.01547,0,1,1,2.17638,0.1639,2,86.0392,5
49,0.796999,0,1,1,3.13506,0.797897,3,80.6283,4
50,1.2104,2,2,3,81.6519,0.301505,3,79.3483,12
51,1.36636,1,0,2,13.6343,0.565511,2,27.8853,2
52,0.755018,1,0,1,7.76564,0.127899,1,2.05827,3
53,1.54895,2,2,3,9.75968,0.593453,3,71.4533,6
54,1.3185,0,0,0,0,0,5,145.246,7
55,3.60869,1,1,2,78.1213,0.210977,4,90.3532,2
56,3.92553,2,0,1,82.7062,0.185751,5,149.878,5
57,1.61811,1,0,2,15.5982,0.472913,2,91.7283,3
58,1.59535,2,0,4,38.4182,0.501693,3,34.4362,7
59,2.97703,0,0,1,21.2238,0.184656,2,427.699,0
60,1.14325,0,1,2,38.7511,0.663471,1,60.5512,1
61,4.04478,1,1,2,115.531,0.257927,2,173.446,1
62,5.40253,1,0,3,54.6684,0.28754,4,124.079,10
63,2.65482,1,1,1,57.2134,0.166485,3,55.2681,4
64,1.55185,0,0,0,0,0,4,45.4251,5
65,0.696558,0,0,0,0,0,2,79.2034,2
66,1.4371,1,1,1,29.4384,0.104103,2,32.8606,0
67,1.44886,0,2,2,13.6954,0.0823913,1,77.9235,3
68,2.67675,2,2,3,76.989,0.232474,3,211.641,6
69,2.05256,1,0,3,54.8734,0.126785,1,101.809,1
70,3.87813,1,0,2,18.3923,0.257534,1,204.331,4
71,1.64925,0,2,0,0,0,5,247.47,3
72,2.24729,1,1,2,63.692,0.18513,3,42.2781,1
73,0.751689,0,1,0,0,0,2,34.5132,2
74,1.35387,0,2,1,14.4734,0.208955,2,115.377,3
75,2.05743,1,0,1,4.65184,0.0905297,5,94.3986,5
76,3.71489,0,3,2,10.9489,0.677981,1,15.1887,5
77,0.792623,0,1,1,7.75089,0.629326,3,47.8383,2
78,2.61683,2,0,3,70.7252,0.160293,2,140.844,2
79,1.77074,1,0,2,96.3451,0.325614,2,164.684,1
80,1.2629,0,0,0,0,0,1,276.934,2
81,1.06953,0,1,1,10.9502,0.134256,2,44.622,0
82,0.802589,1,0,1,7.82612,0.169547,2,41.6072,2
83,1.62644,1,1,2,66.9825,0.345014,5,102.529,6
84,1.18229,1,0,6,93.0097,0.598944,3,82.4029,10
85,1.53299,2,0,4,124.258,0.732076,1,139.779,1
86,1.09601,1,0,1,21.9585,0.145762,2,31.9148,2
87,3.78697,2,2,5,81.6936,0.161709,2,255.288,6
88,1.34049,1,0,2,20.7893,0.182212,2,59.7722,1
89,1.42443,1,0,3,10.7431,0.321278,2,183.54,3
90,1.27421,1,1,2,11.5818,0.167746,3,241.212,3
91,1.24457,0,2,2,5.91932,0.257639,5,57.7924,3
92,1.23931,0,1,0,0,0,1,6.15461,2
93,1.02334,1,0,2,25.8251,0.199056,2,46.5368,1
94,3.63802,2,4,4,59.2453,0.434314,6,210.11,5
95,1.37286,2,0,2,12.8098,0.47381,2,112.254,1
96,3.88578,2,2,5,45.2018,0.201227,5,383.55,8
97,1.24998,0,0,0,0,0,3,164.989,2
98,1.40398,0,2,1,2.44665,0.59548,3,97.6971,14
99,1.67188,2,1,3,35.0703,0.957344,1,58.2006,6
100,0.483542,0,0,0,0,0,1,61.2579,5
1,0.634165,0,1,0,0,0,2,65.765,1
2,1.69691,0,0,0,0,0,4,140.986,3
3,4.69501,1,3,2,117.818,0.189876,3,243.777,2
4,1.51512,2,0,4,80.2489,0.810723,2,54.1127,0
5,1.02661,0,1,2,69.9789,0.231965,3,49.1963,3
6,4.40638,0,3,2,124.652,0.165459,6,73.6889,7
7,1.315,1,0,3,50.3144,0.554532,3,59.2531,4
8,0.635432,0,1,1,12.4978,0.112235,1,79.0847,0
9,0.844407,0,1,0,0,0,4,135.434,6
10,1.81533,0,0,0,0,0,4,372.038,5
11,2.23743,0,3,1,39.4225,0.290064,2,257.472,4
12,1.38654,0,1,1,6.47304,0.3415,4,81.6845,12
13,1.9509,0,2,0,0,0,6,165.277,4
14,2.86265,0,4,1,3.74465,0.321317,6,44.4293,5
15,3.06083,2,1,3,122.172,0.276458,1,28.0687,1
16,1.04077,0,0,0,0,0,1,38.7937,1
17,5.29491,1,0,2,124.751,0.701453,2,554.347,7
18,2.57446,0,0,1,53.9698,0.432866,1,125.821,4
19,3.45666,0,2,0,0,0,3,104.462,4
20,5.2133,1,0,1,11.2157,0.1617,3,568.153,6
21,0.98914,0,1,1,10.7318,0.0969882,4,96.7803,2
22,2.34376,0,1,0,0,0,4,26.8127,5
23,1.74608,0,1,0,0,0,2,71.9261,1
24,1.89058,0,2,3,35.7213,0.526044,3,36.6149,4
25,0.986047,1,1,3,47.9091,0.528656,1,25.9888,0
26,3.959,0,1,1,23.6826,0.140901,7,170.046,3
27,1.42871,2,0,4,41.0721,0.531626,1,70.1147,4
28,1.82277,0,0,0,0,0,0,0,0
29,4.72547,0,2,3,12.5995,0.558917,5,472.651,6
30,1.9046,0,1,1,12.1205,0.220288,2,250.3,0
31,2.51572,0,1,1,26.5688,0.0915052,2,27.9752,7
32,5.59524,4,6,6,118.232,0.401234,5,191.176,6
33,2.12364,0,1,0,0,0,2,47.1678,2
34,0.757356,0,1,1,17.4022,0.389573,2,30.196,0
35,1.01468,0,1,1,11.3327,0.146201,2,212.99,1
36,1.2274,1,1,3,14.2439,0.660951,3,165.271,3
37,1.45118,2,2,2,6.42324,0.641909,2,46.5067,0
38,3.80661,1,1,5,83.4446,0.463665,4,115.711,3
39,4.14263,4,2,7,64.0572,0.351156,5,293.779,15
40,1.70034,0,1,0,0,0,4,168.369,5
41,0.950967,0,0,0,0,0,0,0,0
42,1.28971,1,1,1,77.9586,0.217362,3,128.301,4
43,1.93402,1,1,2,44.5794,0.258456,2,167.498,1
44,1.00153,0,0,0,0,0,1,47.1243,2
45,1.93251,0,2,1,11.9773,0.22273,4,122.502,4
46,1.14818,1,1,2,6.04242,0.186325,3,120.976,4
47,2.71452,0,1,1,35.7062,0.281826,1,71.0739,2
48,1.6502,2,0,4,75.828,0.267376,2,74.2257,0
49,1.6168,0,1,4,39.4121,0.703823,2,267.399,3
50,1.21207,0,0,0,0,0,3,83.826,6
51,4.16488,4,4,5,47.6363,0.392552,7,275.072,10
52,2.5266,0,1,4,60.2801,0.317817,3,99.8969,5
53,1.79076,0,1,1,8.84181,0.06326,2,211.927,0
54,0.79471,0,1,0,0,0,3,55.2472,3
55,3.89261,2,3,4,72.1926,1.03045,10,152.661,6
56,1.06978,2,2,2,12.3961,0.140131,4,80.2202,3
57,4.063,0,2,1,0,0,3,359.673,4
58,1.86506,0,2,2,6.39192,0.855502,3,106.636,0
59,3.05532,2,0,2,22.0513,0.361159,2,33.0856,0
60,2.77682,0,2,0,0,0,4,141.007,3
61,0.903236,0,0,0,0,0,0,0,0
62,2.67377,1,1,1,13.7037,0.114117,3,102.54,3
63,1.87192,0,1,2,11.2343,0.533145,2,183.248,4
64,3.05911,0,2,2,13.057,0.232028,3,145.783,9
65,1.32242,1,1,4,54.5601,0.586024,1,94.5989,5
66,1.54494,2,0,3,48.993,0.282388,2,8.03448,10
67,2.46551,2,2,2,54.9335,0.28542,6,100.91,8
68,1.17708,0,1,0,0,0,2,48.1667,6
69,1.52767,0,1,0,0,0,3,278.311,6
70,1.13135,0,0,0,0,0,2,122.813,0
71,0.67516,0,0,0,0,0,0,0,0
72,0.942799,0,0,0,0,0,2,37.3346,2
73,2.68914,2,0,2,68.1546,0.275902,1,274.705,2
74,1.01739,2,0,3,4.6619,0.493308,3,33.5532,0
75,1.1863,0,1,0,0,0,3,86.397,1
76,2.01162,0,1,0,0,0,3,297.074,0
77,5.25899,0,1,2,8.42292,0.20208,3,27.2713,4
78,1.5984,1,0,2,129.463,0.395092,3,63.5534,6
79,0.86727,0,0,1,6.27765,0.396734,2,71.1469,3
80,1.86072,0,1,1,24.2895,0.138407,3,141.28,1
81,1.44067,2,0,1,102.037,0.132707,0,0,5
82,1.15737,0,1,0,0,0,3,71.2981,0
83,2.16418,0,2,2,23.0641,0.238756,4,64.421,3
84,2.66832,1,3,3,25.86,0.20411,2,33.1534,3
85,2.99918,1,0,1,54.5222,0.124505,4,328.295,5
86,1.54089,0,1,1,7.57956,0.0825313,4,174.642,4
87,1.65289,6,0,4,14.6098,0.225259,2,36.9413,3
88,2.6723,0,2,3,41.6772,0.450437,2,57.4768,0
89,4.12963,0,2,2,111.344,0.294325,4,375.676,3
90,1.97566,0,3,3,6.40754,0.257617,2,60.0813,1
91,1.65305,1,0,2,53.3245,0.205131,2,105.667,5
92,1.97027,1,0,2,13.7469,0.1926,1,6.36788,3
93,1.784,0,1,2,47.8982,0.300411,3,362.382,2
94,3.23216,1,1,1,25.6261,0.434206,2,239.454,2
95,2.63188,0,3,1,16.7099,0.245984,4,53.0964,3
96,0.88562,1,0,1,52.1062,0.199098,2,95.0883,4
97,1.01576,2,0,3,64.2155,0.446658,3,120.244,4
98,1.75101,2,2,2,6.7855,0.103182,2,60.6488,2
99,1.00615,0,1,1,7.20908,0.078682,1,119.627,4
100,3.68755,0,0,2,105.813,0.149361,3,509.369,1
1,0.658704,0,0,0,0,0,0,0,0
2,1.4001,0,0,0,0,0,1,100.514,1
3,4.32409,0,2,0,0,0,3,570.228,3
4,2.98558,2,0,3,64.4882,0.204882,2,59.0704,3
5,3.28686,1,1,2,1.75929,0.640711,3,7.61905,4
6,5.95528,0,0,2,215.108,0.384481,5,249.506,9
7,1.76834,1,0,2,10.5884,0.463267,2,29.1553,5
8,1.05419,0,0,0,0,0,5,95.8745,6
9,2.01646,2,2,3,91.306,0.290265,5,62.7573,1
10,0.630233,0,0,0,0,0,1,31.019,1
11,1.0478,0,1,1,14.2275,0.482812,1,146.633,3
12,2.60574,0,1,2,70.15,0.185122,3,71.56,4
13,0.64389,1,0,3,49.7481,0.2992,1,46.1285,5
14,0.910018,0,1,1,11.8166,0.1798,2,162.069,1
15,1.0996,0,1,2,28.3934,0.122482,1,36.154,1
16,1.84393,4,0,5,91.1223,0.612789,4,31.0007,8
17,1.34101,4,0,7,65.614,0.240332,3,74.9662,4
18,4.37052,2,0,2,21.6618,0.1315,1,16.8703,3
19,4.15662,3,0,4,103.214,0.391211,2,317.367,1
20,2.88689,1,3,4,122.779,0.374239,4,128.708,11
21,2.35642,1,2,4,52.4738,0.780203,4,183.003,1
22,4.95603,2,3,6,60.453,0.705683,5,242.39,6
23,1.67146,2,1,4,83.4208,0.0947807,2,82.1205,3
24,0.868738,0,0,0,0,0,5,59.5048,6
25,1.83575,0,5,2,29.8661,0.263944,3,28.2426,4
26,0.756221,1,0,2,83.7376,0.272631,2,121.383,3
27,0.778564,0,0,0,0,0,3,42.0619,4
28,1.37084,0,0,1,11.1992,0.0863336,2,95.6919,9
29,2.45182,0,2,2,40.3715,0.526749,2,34.1648,2
30,1.91553,0,2,1,4.1062,0.121432,3,263.181,0
31,1.16455,0,1,0,0,0,2,277.693,2
32,1.14019,0,2,0,0,0,4,94.1541,0
33,4.82256,0,4,3,124.308,0.373594,4,65.1954,8
34,1.15816,0,0,0,0,0,2,15.198,3
35,0.829521,0,1,1,6.27694,0.19267,2,38.9885,2
36,3.65503,1,0,3,133.028,0.0791754,2,229.888,7
37,2.36577,2,0,5,130.351,0.279973,2,169.366,3
38,3.28686,0,2,1,20.0317,0.271514,4,62.676,2
39,1.17802,0,1,0,0,0,1,209.067,0
40,2.91897,1,1,1,26.4106,0.558275,0,0,0
41,2.83002,0,1,1,27.7836,0.543486,2,241.284,2
42,1.1809,1,1,3,82.4067,0.349436,3,123.37,4
43,0.915081,0,2,2,15.7965,0.227803,2,33.3131,7
44,1.99763,1,1,2,65.901,0.124335,3,44.678,4
45,3.08224,0,2,1,12.9923,0.1366,6,114.146,5
46,0.821491,0,0,0,0,0,3,121.969,4
47,1.59252,0,2,2,59.3712,0.120219,2,46.2768,3
48,2.6997,1,1,1,67.7748,0.192697,2,506.854,4
49,1.15441,0,1,2,5.60183,0.282379,3,65.6817,3
50,2.51199,0,2,0,0,0,4,200.546,3
51,3.21276,0,1,2,30.244,0.346884,6,253.299,5
52,1.36496,0,1,1,7.58015,0.0826532,3,159.762,3
53,1.12352,0,2,1,10.5177,0.0836038,4,184.084,1
54,2.21459,0,0,0,0,0,1,46.2497,0
55,2.89519,0,1,1,35.2447,0.0747498,2,75.9379,1
56,1.21504,0,0,0,0,0,3,56.6179,3
57,2.6993,0,2,1,23.1822,0.175593,4,31.3274,1
58,4.16344,0,2,1,39.6079,0.048604,3,491.709,4
59,3.52267,1,6,3,38.8588,0.243524,7,206.715,10
60,1.03976,0,0,0,0,0,3,125.583,0
61,3.09922,1,1,5,34.0065,0.390556,3,127.726,1
62,1.03948,1,0,3,63.7125,0.12786,2,105.564,1
63,1.16128,1,1,3,89.34,0.31111,3,49.7893,1
64,2.61578,0,0,0,0,0,3,107.107,5
65,4.32896,2,2,2,116.395,0.328253,3,375.652,0
66,0.94151,2,0,3,22.909,0.734494,3,78.9205,7
67,1.30864,0,0,0,0,0,1,13.3304,3
68,2.29548,0,1,0,0,0,2,59.3089,1
69,0.650313,0,0,0,0,0,0,0,0
70,1.15674,1,1,3,76.0184,0.328529,2,39.175,2
71,1.49829,0,1,1,12.332,0.34764,3,156.326,3
72,1.73613,1,0,2,88.8456,0.151914,2,86.3854,1
73,1.96662,0,2,1,9.16511,0.280075,4,355.04,2
74,1.36379,1,1,1,9.30693,0.319174,3,179.698,3
75,1.96886,0,2,2,17.668,0.617839,1,121.568,7
76,1.89086,0,1,1,49.4882,0.215418,4,86.901,3
77,0.756383,0,1,1,19.0248,0.630856,2,25.3438,2
78,2.43317,0,12,5,51.1816,0.418972,3,18.1807,10
79,1.32329,2,2,3,12.0086,0.158162,3,84.8189,6
80,0.930181,1,0,2,24.937,0.264169,0,0,2
81,6.24424,2,1,3,118.451,0.340474,1,351.202,5
82,0.528648,0,0,0,0,0,4,20.6265,3
83,1.35816,0,0,0,0,0,3,18.9845,4
84,0.676178,0,1,3,12.5556,0.537617,2,36.6671,7
85,5.98059,0,2,2,116.343,0.118453,4,110.315,5
86,0.929957,1,0,2,31.2127,0.624897,2,64.3036,4
87,1.01277,1,0,3,22.9515,0.195434,1,62.3022,1
88,3.08916,1,0,2,93.0788,0.25315,1,224.997,2
89,3.11238,1,1,5,54.8831,0.954339,7,136.612,5
90,1.83545,1,1,4,33.6554,0.490989,1,141.011,2
91,4.16697,1,1,2,64.3336,0.591705,1,107.833,2
92,1.24045,0,1,0,0,0,2,123.804,2
93,1.22118,1,0,1,35.4951,0.107239,2,34.9448,2
94,1.05627,1,0,2,55.2372,0.0987982,2,77.6438,0
95,1.9982,2,1,3,18.0751,0.636663,0,0,0
96,2.46162,1,1,5,29.4349,0.311242,3,235.022,3
97,2.15041,2,0,4,9.39282,0.667831,5,102.533,6
98,1.24283,2,0,5,75.8529,0.550429,1,75.8984,1
99,1.049,2,2,10,41.5819,0.659513,1,51.6726,1
100,4.7696,0,2,2,21.0049,0.823577,4,314.729,1
1,1.48905,0,0,0,0,0,3,223.94,6
2,0.988088,1,0,2,29.9167,0.440841,1,189.056,1
3,0.644105,0,0,0,0,0,3,49.4372,6
4,3.72251,2,0,5,106.869,0.172463,1,243.309,3
5,0.770496,0,1,1,12.3213,0.126089,2,38.56,1
6,1.17865,0,0,1,1.50168,0.458306,4,174.987,10
7,5.84667,0,3,2,37.0105,0.450335,3,508.178,9
8,3.38206,0,1,1,3.83099,0.0989949,3,269.488,3
9,3.64493,0,0,0,0,0,0,0,0
10,5.89998,0,3,2,27.1709,0.112065,5,145.512,3
11,1.02061,0,2,0,0,0,1,17.9644,2
12,1.27016,0,2,1,0.597664,0.541136,4,183.939,10
13,1.43927,1,1,2,12.7401,0.80495,1,69.5294,0
14,3.2774,0,3,2,12.8605,0.155616,5,136.668,4
15,1.05348,0,1,1,11.8873,0.116858,1,307.118,2
16,1.02955,0,1,1,4.09578,0.132053,2,158.77,0
17,0.99503,0,0,0,0,0,2,110.356,4
18,1.14995,0,1,1,20.2657,0.303118,1,320.786,0
19,1.04482,1,0,2,40.7695,0.181781,3,47.3225,4
20,1.77993,2,0,2,11.9753,0.280595,4,134.124,6
21,0.945292,1,0,3,68.1153,0.16679,1,38.1335,5
22,0.793196,0,1,2,8.34998,0.198228,3,33.0733,2
23,1.66312,1,1,2,7.65276,0.14277,0,0,1
24,0.725025,1,0,1,87.4355,0.0861909,1,19.9979,1
25,0.953325,0,0,0,0,0,2,83.316,10
26,2.00229,1,1,2,102.778,0.12011,2,159.65,5
27,2.36199,0,1,1,5.91568,0.101042,1,5.41772,1
28,2.5077,2,2,4,101.1,0.213946,3,126.264,1
29,2.71971,0,6,8,62.4378,0.600014,3,179.671,1
30,1.0283,2,2,3,25.9935,0.237495,3,80.0202,3
31,1.28498,0,1,1,11.3631,0.175634,1,45.5185,2
32,1.08956,1,0,1,87.3976,0.190953,2,40.169,3
33,2.20156,2,0,2,123.242,0.238962,2,230.549,6
34,1.12,2,0,3,46.373,0.273905,4,24.9883,4
35,1.63276,1,1,2,59.0925,0.120896,3,71.9432,1
36,1.12958,1,1,2,48.9515,0.226348,3,68.0569,2
37,0.980318,1,1,2,34.2258,0.0983824,2,125.675,2
38,3.66174,0,2,2,29.9141,1.16193,4,222.678,6
39,1.75852,0,2,1,4.03263,0.162905,4,129.845,8
40,1.65285,0,0,1,28.2997,0.630599,3,112.775,2
41,0.803017,0,1,0,0,0,3,82.2951,2
42,3.13746,2,0,6,33.5379,0.369433,4,197.797,5
43,0.799465,0,1,1,5.19526,0.189641,2,70.2331,2
44,1.02501,0,1,0,0,0,4,90.402,4
45,1.21203,1,0,1,26.3701,0.107318,4,192.779,8
46,2.24506,1,0,0,0,0,2,108.989,6
47,0.885807,0,1,1,3.86653,0.220111,4,47.3666,2
48,4.6742,1,4,3,21.3029,0.524879,6,30.0124,13
49,1.34093,0,3,1,8.93671,0.136722,3,48.0692,4
50,2.85248,1,1,3,188.062,0.13297,2,226.22,6
51,2.52305,0,2,2,3.26392,0.243311,3,162.104,5
52,1.00497,0,2,1,22.1114,0.501692,4,88.8555,2
53,1.8736,0,1,0,0,0,2,244.227,0
54,2.40336,0,0,0,0,0,1,513.649,0
55,4.39252,1,1,1,159.645,0.103801,2,422.383,1
56,1.80449,1,1,3,22.5643,0.245478,3,125.164,2
57,3.18912,1,1,2,76.6213,0.14101,3,173.572,1
58,0.800855,1,0,1,12.1799,0.0916188,1,87.9399,2
59,1.47555,0,0,0,0,0,1,138.752,1
60,4.6236,0,1,0,0,0,2,133.142,2
61,1.73305,1,1,2,92.1195,0.122388,4,66.5064,7
62,1.90692,1,0,3,65.825,0.189391,3,185.449,3
63,2.10338,0,1,2,51.3241,0.190162,1,368.251,3
64,2.62941,0,4,1,13.1749,0.434984,4,31.8753,4
65,2.8332,0,0,2,49.7622,0.208407,4,20.3914,4
66,1.28549,0,1,1,4.50518,0.126667,3,12.9877,9
67,0.912671,0,1,1,12.6133,0.457323,2,97.9713,2
68,4.80989,4,2,3,94.6342,0.316154,1,243.881,4
69,3.36086,0,1,2,18.8818,0.7269,2,173.042,2
70,1.48498,0,1,0,0,0,2,151.452,1
71,0.993531,0,2,2,7.34478,0.207785,1,179.64,2
72,2.49983,1,1,2,23.8442,0.327992,4,295.173,3
73,0.672147,0,0,0,0,0,3,43.5835,4
74,1.37237,0,1,1,14.8244,0.110834,2,145.198,2
75,1.92539,0,3,2,13.1993,0.224416,2,227.678,3
76,2.41012,3,0,5,57.6299,0.776166,3,62.7404,2
77,3.53945,1,1,3,62.1759,0.169837,3,99.0061,2
78,2.62733,1,0,3,118.62,0.179563,2,443.63,8
79,1.05106,1,0,2,20.2372,0.328852,2,243.709,3
80,3.40836,2,0,4,41.9743,0.465175,4,247.419,3
81,0.761317,0,0,0,0,0,3,104.129,6
82,6.33068,1,1,3,44.3379,0.659322,3,129.652,2
83,0.662954,0,1,3,11.5414,0.374735,1,37.7501,4
84,1.75184,1,1,0,0,0,3,213.153,2
85,0.801893,0,1,1,10.5106,0.342904,2,17.6465,3
86,1.31753,0,2,0,0,0,4,86.1102,3
87,4.4499,1,1,2,17.2838,0.20158,3,26.0184,6
88,0.782084,0,1,1,10.6288,0.13038,2,45.1178,4
89,0.778936,0,1,0,0,0,1,90.2883,2
90,1.72126,1,1,2,76.9468,0.155543,1,182.485,2
91,1.25495,1,0,2,108.957,0.10087,1,97.6493,2
92,4.42676,6,0,4,77.4612,0.517469,1,0.885554,11
93,0.888452,0,0,0,0,0,0,0,0
94,3.26973,1,1,2,73.012,0.139637,3,197.95,2
95,0.84171,0,1,1,12.2801,0.161338,1,66.806,4
96,2.90287,0,0,0,0,0,0,0,0
97,3.70588,0,2,1,100.796,0.351107,2,87.9238,2
98,1.61024,2,1,2,61.9547,0.353852,0,0,1
99,2.75734,2,2,4,74.7892,0.456902,2,111.083,5
100,1.33807,0,1,1,2.10864,0.102739,3,234.586,3
1,3.65859,0,3,2,78.7799,0.573075,3,133.791,2
2,2.97935,2,0,4,88.607,0.497783,1,293.464,6
3,1.64747,0,3,2,4.73375,0.159517,5,81.0619,13
4,1.57397,0,1,2,87.6021,0.159925,4,143.758,7
5,1.6739,0,2,3,6.80247,0.113166,3,220.96,7
6,1.91637,0,1,1,5.30881,0.33556,2,124.129,0
7,1.0045,1,0,2,39.9584,0.285293,3,70.0547,3
8,1.58388,0,2,2,36.9042,0.500496,2,32.6243,2
9,3.43801,1,0,3,88.5493,0.360636,4,296.126,6
