nEvt,trueE,nPi0,nPiCh,nShowers,maxShowerLength,maxOpenAngle,nTracks,maxTrackLength,nStubs
63,1.13508,0,0,4,6.2594,0.324575,1,44.0207,0
64,4.03583,0,6,3,138.863,0.254779,5,89.0647,5
65,1.17269,0,1,0,0,0,4,112.605,1
66,2.26181,0,1,0,0,0,4,461.969,6
67,1.32897,0,0,0,0,0,2,63.9201,1
68,1.35006,0,0,1,1.21042,0.527207,1,8.99101,3
69,3.7299,0,1,2,119.487,0.325274,3,101.761,3
70,0.909397,0,0,0,0,0,1,183.066,2
71,1.64312,0,0,0,0,0,0,0,0
72,4.82713,0,0,5,50.3369,1.00913,8,471.338,3
73,3.88347,1,1,3,120.002,0.536603,5,171.878,10
74,0.976868,0,1,1,30.3521,0.539723,2,44.6373,1
75,0.951486,0,1,2,142.504,0.222273,0,0,2
76,3.209,1,1,4,103.644,0.429115,3,57.7632,4
77,3.91475,2,4,5,88.4296,0.238145,4,208.253,10
78,1.28251,0,0,1,3.14239,0.271751,3,157.109,6
79,1.5467,2,0,3,131.066,0.234762,2,61.8139,0
80,1.30761,1,0,1,87.4623,0.0396466,2,160.461,1
81,1.25366,0,2,2,55.7409,0.280385,3,65.7371,1
82,1.70725,0,0,1,1.39778,0.611713,2,134.255,1
83,1.01307,0,1,1,8.68172,0.234327,2,86.7184,1
84,4.96387,0,2,5,51.0525,0.333731,4,299.907,4
85,3.20301,0,0,1,3.25763,0.10385,5,367.398,7
86,1.00787,1,0,2,25.2507,0.174016,2,202.482,2
87,4.0338,0,1,1,0.988662,0.757327,4,443.115,5
88,1.38658,2,0,5,66.1603,0.352882,2,158.631,3
89,1.42405,2,0,4,103.132,0.965036,2,52.9886,3
90,1.26737,1,1,3,48.1384,0.804184,3,113.111,5
91,0.859956,0,2,2,24.4779,0.461748,2,20.6074,3
92,1.55229,1,1,3,78.8687,0.366029,1,1.95936,5
93,0.889185,1,0,1,75.9772,0.0572024,1,44.2558,1
94,3.75507,1,3,6,143.977,0.512559,3,201.028,3
95,0.986157,1,0,2,68.0002,0.120577,2,42.2483,2
96,3.5629,2,0,5,134.729,0.262841,2,363.69,2
97,1.75413,0,2,1,12.4757,0.134053,5,50.0253,6
98,1.37923,1,1,2,41.851,0.641497,2,198.439,3
99,3.6905,0,1,1,39.7823,0.120112,4,251.73,0
100,0.91523,1,1,3,57.5993,0.668174,3,41.6543,8
1,3.83606,3,1,2,36.0037,0.651902,3,62.1455,2
2,0.760872,0,1,1,16.2145,0.363007,1,57.8347,1
3,1.69036,0,2,1,11.7835,0.122963,2,54.7139,2
4,1.52808,1,1,3,66.8166,0.515727,2,108.576,5
5,4.65032,2,4,2,25.2845,0.264419,4,175.392,3
6,2.8595,0,2,0,0,0,4,123.954,6
7,1.6111,0,2,2,35.5152,0.248441,1,225.334,3
8,2.10753,1,1,3,11.8456,0.180271,0,0,0
9,1.40442,0,2,2,6.29587,0.110795,3,129.464,5
10,0.8673,1,0,0,0,0,1,109.975,1
11,3.453,1,1,4,133.471,0.367412,2,454.017,2
12,1.4537,0,1,1,9.25897,0.10606,4,36.4202,7
13,1.15208,1,0,2,60.6886,0.127675,2,177.79,3
14,3.99707,0,1,1,14.4515,0.454882,2,98.4038,2
15,0.900341,0,1,0,0,0,3,82.6208,2
16,0.957428,0,2,1,13.5749,0.161755,3,42.2899,2
17,1.6604,0,2,1,2.76332,0.271791,4,235.877,5
18,1.75192,0,0,2,7.99441,0.130994,3,98.6164,11
19,4.27942,0,0,0,0,0,0,0,0
20,0.970993,0,0,0,0,0,4,87.5588,4
21,2.24337,0,1,0,0,0,7,188.474,9
22,1.83807,0,1,1,4.58259,0.500349,3,424.753,7
23,2.29722,1,1,2,99.9448,0.390476,0,0,0
24,4.54762,1,0,4,75.8493,0.3477,2,397.835,2
25,0.770185,0,1,2,14.7383,0.593854,1,169.056,4
26,1.5221,0,2,1,14.2108,0.464173,0,0,0
27,3.4493,0,2,0,0,0,6,105.914,6
28,1.89754,2,0,4,61.1442,0.557312,3,110.492,1
29,1.98143,1,0,2,45.8797,0.145834,2,276.542,3
30,0.824923,0,1,1,9.29048,0.159711,2,172.227,3
31,2.21783,2,2,4,39.0757,0.178413,3,178.234,4
32,1.20121,1,1,4,88.2103,0.558381,4,56.5342,6
33,2.74149,1,1,3,61.5064,0.273988,4,24.351,6
34,1.94262,1,2,3,93.3731,0.189376,2,134.003,0
35,0.866454,0,1,1,18.1596,0.315561,2,128.947,2
36,1.41936,0,2,1,7.73331,0.130712,4,182.907,3
37,1.66339,0,0,0,0,0,2,128.113,5
38,1.80481,0,4,1,6.48985,0.611038,2,91.1875,1
39,0.715723,1,0,1,43.1234,0.162217,1,30.7173,2
40,4.08652,1,1,5,84.1991,0.364502,1,116.014,3
41,4.51241,0,1,5,8.45089,1.27372,3,188.049,15
42,1.4119,0,1,0,0,0,2,119.095,2
43,1.15263,1,0,4,96.6618,0.256548,2,16.8071,5
44,0.909829,0,1,2,4.25622,0.508727,2,181.057,2
45,2.95674e-43,4,4,9,36.3655,0.609767,7,145.084,14
46,1.32133,0,0,0,0,0,2,142.931,2
47,1.32785,0,1,1,10.8045,0.504625,2,323.006,3
48,4.70399,0,2,0,0,0,4,103.794,3
49,1.16576,0,0,0,0,0,2,207.995,2
50,1.63124,0,0,1,16.5725,0.0237935,2,295.087,2
51,1.16977,0,0,0,0,0,4,82.9075,3
52,3.07904,0,1,2,8.53241,0.248534,2,274.72,2
53,2.9495,0,2,1,2.0816,0.25948,3,108.804,4
54,1.42667,0,2,3,11.0828,0.569585,4,18.2203,9
55,2.73948,0,2,2,10.0336,0.251284,2,77.7629,4
56,1.74275,2,2,4,71.2491,0.361284,2,54.343,5
57,0.925234,0,1,0,0,0,1,145.208,0
58,1.0348,1,0,1,45.6392,0.0990154,1,37.7195,0
59,1.25436,0,0,0,0,0,2,133.819,1
60,3.89243,2,0,3,115.416,0.279681,2,429.172,1
61,1.33913,1,0,3,54.4675,0.561865,3,77.3781,6
62,1.23328,0,1,0,0,0,2,234.054,1
63,0.661327,1,0,0,0,0,2,58.1322,1
64,3.48112,0,1,0,0,0,2,32.6846,2
65,0.775052,0,1,0,0,0,4,71.176,0
66,2.42752,1,1,2,43.629,0.498839,2,189.581,7
67,1.39905,0,2,0,0,0,6,117.664,4
68,0.659101,3,0,4,9.92902,0.80096,3,73.2756,7
69,1.26093,0,1,2,55.8539,0.209244,2,23.1272,4
70,1.9327,0,0,3,26.406,0.634976,3,56.1238,2
71,1.61441,0,2,1,10.7686,0.224308,5,164.428,2
72,3.74815,0,3,0,0,0,5,127.797,10
73,0.683943,0,0,0,0,0,2,103.024,3
74,0.828417,0,0,1,17.5656,0.0598155,2,67.9028,2
75,4.26885,0,3,3,62.9655,0.338804,6,300.974,7
76,2.0069,1,2,4,55.1932,0.333434,4,264.638,4
77,4.28268,0,1,0,0,0,8,97.5301,6
78,3.31544,0,1,3,50.4226,0.637958,2,101.411,1
79,4.1438,0,4,1,14.1587,0.214598,7,341.907,3
80,1.67733,0,1,0,0,0,2,46.2936,0
81,1.95082,0,1,4,47.8031,0.800082,2,132.072,3
82,4.24991,1,0,3,25.7317,0.143807,2,29.3615,3
83,3.00724,0,3,1,4.90805,0.53183,3,106.213,3
84,1.71566,0,0,1,27.5667,0.113979,5,115.559,1
85,0.855265,0,1,1,13.9899,0.121508,1,83.0327,0
86,0.870605,0,1,0,0,0,1,25.4798,0
87,0.724226,0,0,0,0,0,2,79.8736,6
88,4.75939,0,0,0,0,0,0,0,0
89,2.06878,1,0,2,126.044,0.15966,2,448.603,3
90,1.67599,1,1,3,40.2127,0.495556,3,154.448,3
91,1.67317,1,0,2,28.8781,0.135944,2,257.577,0
92,2.09152,4,0,2,76.9059,0.103637,5,108.344,8
93,1.11624,1,0,2,21.8937,0.153298,3,172.673,4
94,6.28888,2,1,0,0,0,3,13.579,3
95,2.2823,0,3,3,13.4311,0.354546,3,333.19,5
96,1.5392,0,0,0,0,0,2,370.442,1
97,1.42818,0,1,1,2.82389,0.546593,2,54.0506,5
98,2.45361,0,0,1,7.61831,0.741757,5,178.13,7
99,1.62387,1,1,1,91.2132,0.353409,1,89.9555,0
100,5.77868,4,6,2,150.905,0.24209,4,136.283,8
1,1.45924,0,0,0,0,0,3,246.074,3
2,1.1171,2,0,1,111.952,0.0295974,3,51.1505,2
3,2.00541,1,1,2,72.3793,0.13307,3,113.57,3
4,2.24316,0,2,0,0,0,3,103.629,11
5,1.80991,0,2,3,97.6684,0.269109,2,102.843,3
6,1.33579,0,0,0,0,0,1,96.846,0
7,1.34673,1,0,2,72.7828,0.0868974,2,259.074,4
8,1.6785,0,1,1,14.034,0.187879,3,191.434,5
9,3.09982,0,0,5,32.4065,0.256299,2,7.73378,12
10,0.957789,0,0,0,0,0,0,0,0
11,3.6208,1,1,4,87.0066,0.397492,2,121.335,6
12,1.04329,1,0,2,35.7256,0.149223,2,40.9725,4
13,0.711275,0,1,0,0,0,3,81.9974,3
14,2.67794,1,1,5,69.4491,0.903729,3,119.464,15
15,1.78393,0,0,0,0,0,2,257.536,2
16,1.09603,4,0,5,54.4695,0.89795,2,42.5569,4
17,0.701674,0,1,0,0,0,2,102.198,1
18,2.12137,1,0,2,87.3576,0.203328,3,96.3499,4
19,2.16863,0,0,0,0,0,0,0,0
20,1.58285,0,2,1,9.69289,0.110642,3,151.989,3
21,1.06841,0,1,0,0,0,3,26.4753,1
22,0.950746,0,1,0,0,0,1,19.4633,1
23,0.953408,0,1,1,9.58014,0.155152,2,41.5337,2
24,1.88391,0,1,0,0,0,4,199.325,10
25,1.07928,0,1,2,4.13531,0.142061,4,46.9609,8
26,1.88329,2,0,2,75.0664,0.38202,1,296.112,5
27,1.14247,1,0,2,56.3572,0.185235,3,48.3358,0
28,1.0622,0,1,1,8.93507,0.211251,2,227.824,1
29,2.50527,0,0,0,0,0,2,332.058,4
30,1.12712,0,2,0,0,0,4,76.75,4
31,1.24121,1,0,2,59.7527,0.100655,2,136.113,3
32,3.70721,1,0,2,44.6236,0.107317,4,496.345,3
33,0.671547,0,1,1,22.6616,0.245751,3,24.2106,2
34,2.70313,3,3,4,77.4929,0.20919,5,265.366,9
35,0.614587,0,0,1,17.6576,0.0963262,2,35.8718,3
36,1.09483,1,0,2,77.2557,0.17582,3,24.9995,5
37,3.45877,1,1,3,52.6051,0.735649,3,214.75,2
38,4.84886,1,1,2,21.6736,0.216248,4,392.033,9
39,3.30854,1,2,2,89.7011,0.157803,2,57.1708,5
40,0.639739,0,1,1,46.6447,0.0837546,3,33.5395,2
41,0.786563,0,0,0,0,0,1,36.6345,5
42,1.09241,0,2,2,17.7407,0.0871601,3,86.7533,3
43,4.6482,1,5,3,107.313,0.561077,9,327.699,7
44,1.2172,1,0,1,18.2839,0.117271,3,120.125,3
45,1.82144,0,4,1,66.4604,0.312967,1,61.0321,3
46,3.48988,0,1,2,38.6075,0.0978923,4,505.692,2
47,3.95114,0,2,0,0,0,4,122.051,2
48,1.6641,2,0,3,29.8355,0.146943,2,65.0267,1
49,3.1018,2,1,3,102.523,0.379426,1,105.682,3
50,1.16931,0,0,0,0,0,2,247.752,1
51,1.09376,0,0,0,0,0,1,102.714,4
52,0.566408,0,1,2,1.67223,0.540318,1,37.782,0
53,1.36491,0,1,1,65.0339,0.0839776,2,137.165,2
54,1.0083,0,1,1,17.1315,0.112224,1,92.8354,2
55,2.13833,0,3,3,10.4548,0.453253,2,19.8681,1
56,1.15547,2,2,3,9.96971,0.325772,2,75.4101,7
57,2.48643,0,6,2,58.3201,0.0851919,6,129.147,9
58,1.44427,0,0,1,10.3523,0.0619889,0,0,3
59,1.96154,1,1,0,0,0,2,164.47,1
60,1.39524,3,3,3,61.7304,0.331964,3,142.636,3
61,0.959432,1,1,3,14.165,0.554084,2,145.416,6
62,0.895435,0,0,0,0,0,2,38.3947,6
63,3.18329,1,3,3,32.6922,0.279871,4,161.378,5
64,4.73639,0,3,2,26.1044,0.260963,2,64.7778,6
65,2.21193,2,1,7,19.879,0.531493,5,132.564,4
66,3.71001,0,1,1,194.644,0.453293,4,77.0707,3
67,2.78248,0,2,0,0,0,4,74.2278,1
68,1.24979,1,1,3,40.7805,0.507799,2,43.0672,5
69,1.25535,0,2,4,8.59057,0.587455,3,61.9557,5
70,1.47636,2,0,4,21.6422,0.564192,3,156.943,3
71,1.64663,1,0,1,29.1691,0.108549,0,0,0
72,2.72369,2,0,2,75.437,0.301608,3,520.047,3
73,0.803087,0,0,0,0,0,0,0,0
74,1.12695,0,0,0,0,0,0,0,0
75,1.40553,0,1,0,0,0,4,256.669,3
76,0.538611,0,1,1,15.7618,0.132177,1,15.6158,3
77,0.964216,0,0,0,0,0,1,45.3097,3
78,1.69276,1,1,2,48.9433,0.379596,2,57.4766,1
79,1.7051,0,0,1,3.90862,0.146225,4,14.9053,6
80,0.867975,0,0,2,12.1146,0.129873,2,4.97258,7
81,2.08745,1,0,1,20.307,0.181983,1,39.1093,1
82,1.70943,0,1,1,4.60969,0.503858,5,73.6305,5
83,3.7743,0,1,0,0,0,4,297.663,1
84,2.25353,0,1,1,9.39004,0.0661805,3,45.502,4
85,1.88934,0,1,0,0,0,2,440.542,0
86,1.64029,0,0,1,27.2047,0.0125197,1,49.2218,4
87,0.748705,0,0,0,0,0,2,62.5216,2
88,2.66975,0,1,0,0,0,2,19.083,1
89,0.933201,0,1,1,5.69166,0.626978,2,33.6885,0
90,1.05465,0,1,1,0.997814,0.28861,3,153.729,2
91,2.4917,0,3,2,14.97,0.597966,3,263.592,6
92,1.60322,1,2,3,99.4503,0.226352,4,63.0704,4
93,0.986703,1,0,1,6.272,0.0599061,1,9.36753,2
94,3.02163,1,1,5,67.4775,0.560801,2,363.582,1
95,1.73018,0,0,0,0,0,1,56.5299,0
96,3.458,1,1,2,158.749,0.733225,4,549.896,2
97,4.12162,0,2,0,0,0,3,120.197,3
98,1.85644,0,2,1,20.7416,0.433528,2,343.168,0
99,1.41556,1,0,3,79.346,0.134032,3,119.618,3
100,3.44618,1,1,1,43.7191,0.10346,6,153.264,5
1,0.851364,1,0,2,50.5586,0.357098,3,65.8998,3
2,1.918,2,0,2,48.83,0.340372,3,55.8221,5
3,2.01171,0,2,2,8.09668,0.178816,2,418.432,1
4,1.14577,0,1,0,0,0,2,13.3838,3
5,3.55921,0,0,1,6.61384,0.0803532,2,478.335,5
6,1.6662,1,1,1,94.558,0.108029,3,136.583,2
7,1.17507,0,1,0,0,0,3,94.4029,0
8,0.719824,0,0,0,0,0,3,104.162,4
9,1.4646,0,2,1,5.67374,0.0553648,4,73.8319,2
10,1.21493,0,2,2,10.3775,0.24433,3,139.028,3
11,1.36176,0,0,3,13.4129,0.515516,1,160.051,5
12,1.12885,1,2,2,13.4065,0.33119,1,25.7965,5
13,0.921434,0,0,1,6.51101,0.0838544,2,66.7378,2
14,1.05352,0,2,0,0,0,2,121.242,3
15,5.40512,1,1,5,100.101,0.645706,4,178.556,11
16,1.35084,0,0,0,0,0,1,104.959,0
17,1.4961,1,1,1,28.733,0.0798943,2,63.0702,3
18,4.13688,1,0,2,57.3898,0.229659,2,385.689,4
19,0.896983,0,0,2,13.3404,0.385618,3,3.64356,10
20,0.964849,0,0,0,0,0,3,217.996,4
21,0.600642,0,1,1,55.6449,0.115859,1,7.98668,2
22,2.48373,1,1,0,0,0,5,120.717,8
23,0.904655,1,0,0,0,0,1,67.7978,1
24,1.57275,1,1,1,64.8974,0.892152,1,113.499,2
25,1.13954,0,2,3,21.5101,0.244862,1,201.493,4
26,1.6631,0,1,1,13.0341,0.458418,2,128.702,5
27,3.89058,2,0,3,156.466,0.150236,2,504.311,1
28,1.34964,1,0,0,0,0,3,12.0647,3
29,0.667422,1,1,2,92.7307,0.155312,1,33.796,0
30,0.616122,0,1,1,10.058,0.353253,1,101.635,1
31,1.32272,2,2,2,18.9697,0.264824,4,103.347,9
32,3.09386,0,0,1,4.18981,0.142239,2,175.582,0
33,0.833154,1,0,0,0,0,1,47.7227,0
34,2.01624,0,1,3,16.069,0.183088,2,362.967,3
35,2.34495,0,2,0,0,0,5,34.3079,3
36,2.42287,0,4,0,0,0,3,246.59,4
37,2.77618,2,0,3,156.694,0.186217,2,156.194,5
38,1.08339,2,0,8,13.4566,0.553098,2,87.2473,11
39,3.70532,0,1,0,0,0,3,313.16,1
40,2.13196,1,1,4,18.9195,0.756554,4,173.323,3
41,3.56751,1,0,2,47.4514,0.602756,6,246.092,3
42,5.63671,0,6,4,42.7089,0.528468,6,153.125,5
43,4.85598,0,2,2,39.176,0.535513,5,282.054,3
44,1.20907,2,0,3,80.042,0.149456,1,50.0166,3
45,3.22263,0,3,1,12.1384,0.107773,5,177.858,1
46,1.26757,2,0,3,6.35214,0.482368,2,334.735,5
47,0.958299,0,1,2,5.03971,0.39053,2,71.825,6
48,0.817646,1,0,2,36.8294,0.111943,3,37.7683,3
49,1.98119,0,2,0,0,0,5,273.386,7
50,1.19339,0,0,0,0,0,3,81.2177,2
51,1.3055,0,1,1,9.2331,0.130778,2,62.7661,12
52,3.89538,1,2,4,86.3104,0.531709,4,286.091,7
53,1.68592,0,1,0,0,0,4,101.662,1
54,0.914425,0,0,0,0,0,2,173.389,1
55,0.7957,0,0,0,0,0,4,27.7253,5
56,4.57148,6,3,5,111.803,0.379987,5,227.403,9
57,2.05603,0,1,0,0,0,4,220.984,5
58,1.3015,0,1,1,13.9254,0.215465,2,33.8378,4
59,1.36403,0,0,0,0,0,1,90.1439,4
60,4.9254,4,1,1,98.7408,0.299673,1,266.554,11
61,0.710316,2,0,4,24.1279,0.341857,2,100.751,1
62,4.09176,0,1,4,12.1966,0.971499,3,507.562,3
63,0.757118,0,1,1,4.49836,0.835902,2,52.0208,1
64,1.46018,0,0,2,31.619,0.19214,3,54.8313,1
65,1.5004,2,0,3,91.7437,0.313759,2,21.717,3
66,1.78607,0,1,0,0,0,7,78.1562,7
67,3.08434,0,4,4,39.3153,0.634861,1,507.173,11
68,3.81085,0,2,4,45.1212,0.431992,2,370.153,3
69,0.827795,0,0,1,2.22045,0.222485,2,70.9558,6
70,2.26333,3,0,3,17.7487,0.213071,1,339.894,8
71,1.14951,0,2,0,0,0,4,50.9363,0
72,1.74507,1,1,1,26.3503,0.107026,4,195.273,5
73,1.49806,0,0,2,7.05231,0.0851241,2,232.616,0
74,0.969694,1,1,2,36.6721,0.267858,3,57.1142,2
75,2.91225,0,0,0,0,0,0,0,0
76,1.44814,0,0,0,0,0,2,14.7883,2
77,1.36092,2,0,4,94.6726,0.258594,3,77.3156,3
78,3.89595,0,2,2,34.5642,0.201409,6,360.324,5
79,3.20883,0,2,2,78.709,0.146677,5,191.998,2
80,0.948399,1,0,4,45.1941,0.283557,2,89.6274,3
81,1.07677,0,1,2,7.79043,0.203648,3,222.73,4
82,4.17005,2,0,3,243.194,0.153289,0,0,3
83,3.07526,2,2,2,106.831,0.217152,2,210.48,4
84,0.960076,1,1,3,52.5485,0.394626,1,189.398,1
85,1.54827,2,0,4,105.193,0.556669,3,131.108,3
86,1.10053,0,1,1,14.6441,0.136895,3,254.825,2
87,1.5018,1,1,4,37.8803,0.252772,4,103.715,1
88,2.31575,2,0,6,88.0569,1.07221,2,162.046,3
89,1.74265,0,2,3,57.3395,0.241021,4,43.5926,4
90,0.893518,0,1,2,12.6842,0.241245,2,118.735,6
91,1.48822,1,1,4,103.135,0.497624,3,22.9824,1
92,2.33227,0,1,2,5.90275,0.414669,2,38.2726,3
93,0.593359,1,0,1,30.0684,0.469476,0,0,2
94,0.876829,0,1,1,5.36979,0.197158,3,183.15,4
95,1.47337,1,2,4,91.0262,0.757179,1,2.18,2
96,1.68955,0,2,2,44.0678,0.450178,1,10.2716,2
97,3.66787,2,1,6,127.155,0.617629,3,182.64,1
98,0.951724,0,0,1,11.189,0.0927995,3,92.5384,5
99,5.63671,0,1,1,3.98345,0.433452,3,441.279,0
100,2.17094,0,1,0,0,0,4,75.9609,7
1,1.35072,0,1,1,5.24154,0.65354,5,86.1867,8
2,4.84079,1,2,3,124.057,0.613817,1,206.31,6
3,1.30158,0,1,1,2.86451,0.0882886,5,203.07,10
4,3.14147,0,3,1,41.9,0.212501,1,40.7128,2
5,2.88582,1,1,2,83.3837,0.181427,4,142.425,12
6,3.96285,3,1,6,72.5983,0.254321,1,74.6812,4
7,0.854408,0,1,2,35.175,0.357733,2,53.7442,2
8,0.629374,0,1,0,0,0,2,29.7395,1
9,1.80042,1,0,1,11.0435,0.0419348,1,9.38702,5
10,2.11178,4,4,4,31.8018,0.452146,8,240.995,9
11,2.2586,1,1,4,94.6317,0.338646,2,99.4988,4
12,2.31886,0,0,1,0.606133,0.506636,2,3.30054,4
13,0.935796,0,1,0,0,0,3,79.0261,0
14,4.17337,0,3,5,39.696,1.02252,5,87.2978,5
15,0.521126,0,0,0,0,0,2,48.5524,3
16,3.02316,1,1,1,9.34613,0.159314,3,75.9237,1
17,1.31309,2,2,6,96.8857,0.38435,2,95.4527,11
18,4.18911,2,4,2,31.3438,0.149729,5,76.0129,6
19,1.38411,1,1,4,102.698,0.417666,1,155.352,3
20,3.82628,0,2,2,50.9755,0.353347,5,232.902,7
21,1.81502,1,2,5,76.1774,0.1693,2,39.524,4
22,1.3583,2,0,3,16.2881,0.340808,4,121.084,4
23,3.92448,1,0,1,85.8883,0.125333,2,393.34,3
24,0.991896,0,0,0,0,0,3,111.842,3
25,1.39219,0,1,1,9.28018,0.795389,4,131.932,3
26,1.87777,0,3,4,39.927,0.153173,3,149.005,4
27,1.68605,0,0,0,0,0,1,12.084,2
28,1.37726,1,0,2,38.9955,0.130977,2,72.8382,4
29,1.65635,1,1,1,126.934,0.0911104,3,10.6494,4
30,2.26667,0,0,0,0,0,4,167.014,4
31,1.54318,0,1,0,0,0,4,109.068,5
32,2.38972,1,0,5,37.6938,0.176013,3,189.697,3
33,1.43224,0,1,1,25.1804,0.261265,2,123.009,5
34,1.49315,0,2,1,59.8462,0.0736782,5,51.8392,2
35,2.06766,2,0,1,87.6398,0.159241,1,199.03,4
36,1.37277,0,1,1,30.1444,0.107549,2,357.554,1
37,3.51473,0,0,0,0,0,3,101.944,3
38,1.61377,0,2,1,11.1248,0.0816847,2,382.609,2
39,0.851236,1,0,2,40.3677,0.0698413,2,17.5266,2
40,0.932556,1,0,2,51.0632,0.324118,1,72.974,1
41,0.332539,0,0,0,0,0,0,0,0
42,1.61387,0,0,0,0,0,2,179.591,1
43,0.500632,0,0,0,0,0,0,0,0
44,4.7005,0,2,1,12.8359,0.249397,1,393.866,4
45,1.30286,0,2,1,7.93719,0.0261596,3,178.663,14
46,1.44569,2,4,7,103.126,0.61828,4,37.6105,4
47,5.50255,0,2,0,0,0,5,256.731,6
48,3.79622,2,2,4,55.5658,0.242302,2,255.929,7
49,1.78845,1,1,2,5.63301,0.860365,2,220.206,2
50,1.56884,0,2,1,2.11346,0.26952,3,172.658,4
51,0.449837,1,0,2,10.2264,0.375114,3,6.41201,1
52,5.32334,1,1,1,81.8993,0.143097,0,0,4
53,4.84186,0,0,0,0,0,0,0,0
54,0.580489,0,0,0,0,0,0,0,0
55,1.4283,1,1,2,10.8693,0.462058,2,280.52,4
56,1.22121,1,1,3,40.3323,0.160992,2,196.609,7
57,2.27325,0,1,1,51.0775,0.322777,5,90.6422,3
58,4.62041,0,0,0,0,0,2,245.826,0
59,0.970063,0,1,1,21.8463,0.206673,1,54.9431,4
60,2.10004,1,1,1,65.11,0.172503,3,109.353,9
61,0.653203,0,1,0,0,0,3,47.6137,2
62,0.878444,0,1,1,10.6154,0.132333,2,136.244,2
63,1.909,0,1,1,1.86893,0.124361,4,320.643,6
64,1.37903,0,0,0,0,0,3,44.1113,1
65,2.91104,1,0,1,16.2237,0.293452,5,337.461,1
66,2.96904,1,0,2,99.2156,0.457401,2,378.905,8
67,4.09858,0,2,2,176.215,0.0889608,2,140.473,1
68,1.24603,0,1,2,27.1998,0.228273,4,40.5259,9
69,1.32241,0,1,2,7.72098,0.483039,3,71.8429,4
70,1.00486,0,1,0,0,0,2,156.471,4
71,0.910034,0,1,2,57.2189,0.15892,0,0,2
72,1.09746,0,0,0,0,0,0,0,0
73,0.74867,0,0,0,0,0,0,0,0
74,0.941069,0,1,1,9.58451,0.0982295,2,126.715,2
75,3.0845,1,1,1,9.42566,0.231843,1,10.5887,4
76,1.24308,0,1,1,1.65458,0.195281,2,50.752,4
77,4.47854,1,2,4,85.9967,0.287299,4,136.769,8
78,3.02123,1,4,5,123.922,0.412357,4,180.972,7
79,2.63438,2,2,9,114.592,0.615425,2,108.336,0
80,1.25102,1,2,3,26.5996,0.316568,4,61.6773,5
81,1.76226,0,2,1,62.7105,0.0649036,2,259.662,0
82,1.52509,2,1,3,76.9095,0.315885,2,79.0782,3
83,1.26957,1,1,0,0,0,1,104.469,0
84,2.91902,0,1,0,0,0,2,133.93,2
85,2.98038,2,0,5,30.3536,0.224777,3,131.626,3
86,1.4633,1,1,3,39.66,0.166587,4,88.7304,8
87,2.45496,1,2,2,8.33508,0.266648,2,91.1882,1
88,0.995106,0,1,2,39.9501,0.142874,1,1.60749,4
89,1.80907,1,0,1,87.4237,0.41616,2,103.544,2
90,2.33306,0,0,0,0,0,0,0,0
91,2.05226,1,0,1,11.2303,0.297543,3,231.062,6
92,2.06608,0,0,0,0,0,0,0,0
93,3.36768,2,0,2,43.8079,0.134291,2,67.07,1
94,1.25154,0,1,0,0,0,4,203.232,4
95,0.913373,0,1,1,9.18641,0.146192,2,122.032,4
96,1.27297,0,1,1,10.6164,0.0547995,2,52.4422,6
97,2.64035,2,0,3,75.6988,0.134556,3,152.585,3
98,1.63234,0,2,1,6.17558,0.0867774,5,121.936,2
99,2.27768,0,3,2,7.84692,0.525838,4,147.2,4
100,0.953425,0,1,1,9.88837,0.121884,2,16.6536,1
1,2.83336,0,0,2,30.0214,0.677521,5,76.377,6
2,1.15144,0,2,0,0,0,4,42.6664,7
3,1.03284,0,0,0,0,0,2,204.82,1
4,1.12612,0,1,2,7.24227,0.443557,3,111.699,2
5,0.682213,0,1,1,12.494,0.0951475,2,31.6148,2
6,0.73467,0,1,1,13.0984,0.180157,1,2.44197,2
7,1.43449,0,2,1,22.6373,0.0678208,5,102.931,8
8,2.67562,1,0,5,66.6478,0.50126,2,195.954,0
9,0.849795,0,1,0,0,0,3,25.8138,1
10,1.6534,0,0,0,0,0,0,0,0
11,1.32848,0,1,1,17.6475,0.212526,1,119.842,1
12,1.93334,0,2,0,0,0,4,166.124,2
13,2.76273,2,2,2,34.7864,0.158944,5,86.1454,6
14,4.12899,1,3,3,45.8391,0.300616,7,211.586,3
15,4.05703,1,0,3,50.2919,0.31229,4,144.646,4
16,0.917816,0,1,0,0,0,3,31.7563,1
17,1.99504,1,1,2,96.403,0.145757,4,200.535,2
18,1.2305,1,0,5,60.1344,0.460298,1,107.545,3
19,5.33975,1,2,2,34.9012,0.197353,4,293.093,3
20,1.32539,0,2,1,8.50274,0.0783439,4,68.2034,3
21,4.16846,2,0,2,162.476,0.227095,1,330.336,4
22,2.35701,0,2,0,0,0,3,95.2023,7
23,2.72789,0,1,1,21.3244,0.292614,2,65.4397,7
24,3.86216,0,2,1,12.4877,0.248483,6,61.4667,11
25,1.95983,1,1,4,97.9063,0.543022,1,173.672,2
26,5.11642,3,3,3,88.744,0.394117,7,333.476,14
27,2.37684,0,1,1,5.95798,0.169807,3,149.886,4
28,2.83179,0,1,2,30.4403,0.47553,6,158.629,7
29,3.35533,0,2,2,11.5668,0.669253,1,286.858,2
30,3.53626,1,1,2,133.693,0.301738,2,366.279,3
31,0.943285,0,1,1,45.0767,0.328319,1,83.6467,0
32,1.07676,0,1,1,11.8506,0.153239,3,99.5032,5
